QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q112630566,Kriegerdenkmal I. Garde-Dragoner-Regiment. 1866/1870/71,https://bildhauerei-in-berlin.de/bildwerk/kriegerdenkmal-i-garde-dragoner-regiment-1866-1870-71-6666/,Kriegerdenkmal I. Garde-Dragoner-Regiment. 1866/1870/71,13.407608,52.4803162
Q112975381,Wilhelm Lehmann,https://bildhauerei-in-berlin.de/bildwerk/gedenkstele-fuer-wilhelm-lehmann-6086/,Gedenkstele für Wilhelm Lehmann,13.4243145,52.5026527
Q113471584,Brunnen mit sitzendem Knaben,https://bildhauerei-in-berlin.de/bildwerk/brunnen-mit-sitzendem-knaben-8386/,Brunnen mit sitzendem Knaben,13.512080,52.519364
Q112678586,Fußballer und Fußball,https://bildhauerei-in-berlin.de/bildwerk/fussball-5190/,Fußball,,
