QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q112613589,Büste Albert Einstein,https://bildhauerei-in-berlin.de/bildwerk/buestendenkmal-fuer-albert-einstein-6888/,Büstendenkmal für Albert Einstein,13.47502,52.48647
Q112627168,"Kriegergefallenendenkmal I. Garde-Dragoner-Regiment 1914-1918, 1939-1945",https://bildhauerei-in-berlin.de/bildwerk/kriegergefallenendenkmal-i-garde-dragoner-regiment-1914-1918-1939-1945-6686/,"Kriegergefallenendenkmal I. Garde-Dragoner-Regiment 1914-1918, 1939-1945",13.407608,52.4803162
Q111632425,Büste Karl Foerster,https://bildhauerei-in-berlin.de/bildwerk/karl-foerster-8333/,Karl Foerster,13.5264068,52.5061571
Q111995191,Denkmal für die Gefallenen der Luisenstadt-Gemeinde,https://bildhauerei-in-berlin.de/bildwerk/denkmal-fuer-die-gefallenen-der-luisenstadt-gemeinde-8723/,Denkmal für die Gefallenen der Luisenstadt-Gemeinde,13.406067,52.488362
