QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q114987525,Kentaur und Nymphe,https://bildhauerei-in-berlin.de/bildwerk/kentaur-und-nymphe-9793/,Kentaur und Nymphe,13.398803,52.520951
Q115169251,Diana mit Jagdhund,https://bildhauerei-in-berlin.de/bildwerk/diana-mit-jagdhund-8538/,Diana mit Jagdhund,13.523248,52.505777
Q115168774,Meleager,https://bildhauerei-in-berlin.de/bildwerk/meleager-8539/,Meleager,13.522941,52.505466
Q115287924,Pinguine,https://bildhauerei-in-berlin.de/bildwerk/pinguine-8390/,Pinguine,13.5324744,52.4998969
