QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q109886025,Das Jahr 1965,https://bildhauerei-in-berlin.de/bildwerk/das-jahr-1965-7226/,Das Jahr 1965,13.255024,52.509958
Q109781126,Emporschauende,https://bildhauerei-in-berlin.de/bildwerk/emporschauende-ii-7534/,Emporschauende II,13.327167,52.501680
Q108144100,Jugend – Älteres Paar,https://bildhauerei-in-berlin.de/bildwerk/jugend-aelteres-paar-9757/,Jugend - Älteres Paar,13.564318,52.539865
Q109883234,Großer Stehender,https://bildhauerei-in-berlin.de/bildwerk/grosser-stehender-7229/,Großer Stehender,13.255024,52.509958
