QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q112674300,Kriegerdenkmal des Königin Augusta Garde Grenadier Regiment No. 4,https://bildhauerei-in-berlin.de/bildwerk/kriegerdenkmal-des-koenigin-augusta-garde-grenadier-regiment-no-6662/,Kriegerdenkmal des Königin Augusta Garde Grenadier Regiment No. 4,13.407608,52.4803162
Q115093543,Der ruhende Schatten,https://bildhauerei-in-berlin.de/bildwerk/der-ruhende-schatten-9334/,Der ruhende Schatten,,
Q115122100,Graukraniche,https://bildhauerei-in-berlin.de/bildwerk/graukraniche-8555/,Graukraniche,13.5297382,52.5031461
Q115155606,Pomona,https://bildhauerei-in-berlin.de/bildwerk/pomona-8541/,Pomona,13.523187,52.505453
