QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q115138113,Urania,https://bildhauerei-in-berlin.de/bildwerk/urania-8544/,Urania,13.523820,52.505410
Q115141852,Nymphe,https://bildhauerei-in-berlin.de/bildwerk/nymphe-8545/,Nymphe,13.523350,52.505554
Q115145103,Flora,https://bildhauerei-in-berlin.de/bildwerk/flora-8542/,Flora,13.522941,52.505466
Q114728195,Rosengarten-Brunnen,https://bildhauerei-in-berlin.de/bildwerk/brunnen-fuer-den-rosengarten-4629/,Brunnen für den Rosengarten,13.430839,52.428353
