QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q114590753,Alfred Paul Trenkel,https://bildhauerei-in-berlin.de/bildwerk/protuberanzen-5308/,Protuberanzen,13.431007,52.477076
Q113714188,Monumentalbrunnen,https://bildhauerei-in-berlin.de/bildwerk/wasserspiele-8291/,Wasserspiele,13.471793,52.529384
Q112793746,Blindenhund,https://bildhauerei-in-berlin.de/bildwerk/blindenhund-6489/,Blindenhund,13.3382,52.50973
Q112964815,Herme Ludwig Uhland (Viktoriapark),https://bildhauerei-in-berlin.de/bildwerk/herme-ludwig-uhland-6096/,Herme Ludwig Uhland,13.3794348,52.4880407
