QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q116284803,Prototyp,https://bildhauerei-in-berlin.de/bildwerk/prototyp-5088/,Prototyp,,
Q117545477,Biber,https://bildhauerei-in-berlin.de/bildwerk/biber-8363/,Biber,13.528829,52.500059
Q116559706,Wasserlinie,https://bildhauerei-in-berlin.de/bildwerk/wasserlinie-4555/,Wasserlinie,13.17871,52.4380938
Q117536264,Sitzender Bär,https://bildhauerei-in-berlin.de/bildwerk/sitzender-baer-8367/,Sitzender Bär,13.524554,52.505376
