QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q115409474,Bube mit Zickel,https://bildhauerei-in-berlin.de/bildwerk/bube-mit-zickel-8337/,Bube mit Zickel,13.5306948,52.4988406
Q115327932,Junge Löwen,https://bildhauerei-in-berlin.de/bildwerk/junge-loewen-8361/,Junge Löwen,13.5274782,52.5024918
Q115405812,Zwei Flamingos,https://bildhauerei-in-berlin.de/bildwerk/zwei-flamingos-8341/,Zwei Flamingos,13.527857,52.502148
Q115330150,Männlicher Mantelpavian,https://bildhauerei-in-berlin.de/bildwerk/maennlicher-mantelpavian-8362/,Männlicher Mantelpavian,13.528194,52.498690
