QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q110794415,Elefantenbaum,https://bildhauerei-in-berlin.de/bildwerk/elefantenbaum-5169/,Elefantenbaum,13.345894,52.463722
Q112651319,Kriegerdenkmal für das 1. Westpreußische Fuß-Atillerie-Regiment,https://bildhauerei-in-berlin.de/bildwerk/kriegerdenkmal-fuer-das-1-westpreussische-fuss-atillerie-regiment-6685/,Kriegerdenkmal für das 1. Westpreußische Fuß-Atillerie-Regiment,13.407608,52.4803162
Q112660370,Kriegerdenkmal des 2. Garde-Reserve-Regiments,https://bildhauerei-in-berlin.de/bildwerk/kriegerdenkmal-des-2-garde-reserve-regiments-6663/,Kriegerdenkmal des 2. Garde-Reserve-Regiments,13.407608,52.4803162
Q112668187,Kriegerdenkmal Kaiser Alexander Garde Grenadier Regiment Nr. 1 und 23. Infanterie-Division Nr. 1 Berlin-Brandenburg,https://bildhauerei-in-berlin.de/bildwerk/kriegerdenkmal-kaiser-alexander-garde-grenadier-regiment-nr-1-und-23-infanterie-division-nr-1-berlin-brandenburg-6664/,Kriegerdenkmal Kaiser Alexander Garde Grenadier Regiment Nr. 1 und 23. Infanterie-Division Nr. 1 Berlin-Brandenburg,13.407608,52.4803162
