QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q115750584,Singebewegung,https://bildhauerei-in-berlin.de/bildwerk/gitarrenspieler-7110/,Gitarrenspieler,13.436183,52.523611
Q115772502,Wasserschöpfende,https://bildhauerei-in-berlin.de/bildwerk/wasserschoepfende-7028/,Wasserschöpfende,13.281362,52.441289
Q116043661,Zwei Figuren in großer Höhe,https://bildhauerei-in-berlin.de/bildwerk/zwei-figuren-in-grosser-hoehe-5634/,Zwei Figuren in großer Höhe,13.346339,52.462703
Q116046092,Lächelnder Kopf,https://bildhauerei-in-berlin.de/bildwerk/laechelnder-kopf-5620/,Lächelnder Kopf,13.346506,52.464001
