QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q109675722,Die Sinnende,https://bildhauerei-in-berlin.de/bildwerk/die-sinnende-8551/,Die Sinnende,13.5297382,52.5031461
Q109687642,Schwimmerin,https://bildhauerei-in-berlin.de/bildwerk/schwimmerin-8369/,Schwimmerin,13.52797,52.5028
Q21177324,Klaus Tilke,https://bildhauerei-in-berlin.de/bildwerk/wildschwein-8564/,Wildschwein,13.527824,52.502827
Q110586681,Serenity,https://bildhauerei-in-berlin.de/bildwerk/serenity-5630/,Serenity,13.347364,52.463520
