QID,WD_Titel,BiB_URL,BiB_Titel,LON,LAT
Q109885329,Große Sitzende,https://bildhauerei-in-berlin.de/bildwerk/grosse-sitzende-7225/,Große Sitzende,13.254696,52.510059
Q109690769,Putten,https://bildhauerei-in-berlin.de/bildwerk/putten-8348/,Putten,13.523817,52.504312
Q109691059,Putten,https://bildhauerei-in-berlin.de/bildwerk/putten-8347/,Putten,13.523817,52.504312
Q109866457,Junger Streiter,https://bildhauerei-in-berlin.de/bildwerk/junger-streiter-7231/,Junger Streiter,13.255024,52.509958
